DC_NUM,DC_KEY,LOCATION_B,THEFT_DATE,THEFT_YEAR,DC_DIST,STOLEN_VAL,THEFT_HOUR,UCR,LAT,LNG
49753,2.01018E+11,S 43RD ST  / WALNUT ST,7/29/2010,2010,18,200,18,615,39.9548887,-75.20875863
50069,2.01018E+11,1000 BLOCK S 49TH ST,7/30/2010,2010,18,380,20,615,39.9447404,-75.21716604
50286,2.01018E+11,S 56TH ST  / CHESTNUT ST,7/31/2010,2010,18,150,16,625,39.9594721,-75.23317568
51489,2.01018E+11,3700 BLOCK HAMILTON WALK,8/5/2010,2010,18,200,18,615,39.9500739,-75.19834101
51943,2.01018E+11,5200 BLOCK LARCHWOOD AV,8/7/2010,2010,18,150,10,625,39.9520584,-75.2268489
52230,2.01018E+11,4500 BLOCK CHESTER AV,8/7/2010,2010,18,975,9,615,39.947641,-75.21159872
53701,2.01018E+11,200 BLOCK S 43RD ST,8/13/2010,2010,18,200,1,615,39.9537601,-75.20901495
54111,2.01018E+11,3400 BLOCK SPRUCE ST,8/15/2010,2010,18,125,14,625,39.9504517,-75.19261758
54112,2.01018E+11,3400 BLOCK WALNUT ST,8/15/2010,2010,18,80,14,625,39.9528476,-75.19242035
55307,2.01018E+11,4600 BLOCK PINE ST,8/20/2010,2010,18,400,7,615,39.9521118,-75.21482163
55308,2.01018E+11,4800 BLOCK WINDSOR ST,8/19/2010,2010,18,150,7,625,39.9465946,-75.21731101
57209,2.01018E+11,3700 BLOCK WALNUT ST,8/27/2010,2010,18,350,21,615,39.9533926,-75.19678901
57826,2.01018E+11,4600 BLOCK SPRUCE ST,8/30/2010,2010,18,200,11,615,39.9532004,-75.21474533
57895,2.01018E+11,4100 BLOCK PINE ST,8/30/2010,2010,18,80,19,625,39.9510066,-75.20583509
58539,2.01018E+11,4700 BLOCK WALNUT ST,9/2/2010,2010,18,200,15,615,39.9557806,-75.21593372
59404,2.01018E+11,5000 BLOCK CEDAR AV,9/5/2010,2010,18,150,17,625,39.950025,-75.22317777
60081,2.01018E+11,400 BLOCK S 41ST ST,9/8/2010,2010,18,200,18,615,39.9507972,-75.20580725
60397,2.01018E+11,4600 BLOCK SPRINGFIELD AV,9/9/2010,2010,18,100,23,625,39.9474559,-75.21453148
61396,2.01018E+11,4400 BLOCK SPRUCE ST,9/11/2010,2010,18,430,11,615,39.9527138,-75.21087395
61587,2.01018E+11,3900 BLOCK WALNUT ST,9/15/2010,2010,18,200,2,615,39.953911,-75.20083756
62032,2.01018E+11,3300 BLOCK SMITH WALK,9/16/2010,2010,18,400,21,615,39.9514528,-75.19083142
62201,2.01018E+11,400 BLOCK S 51ST ST,9/17/2010,2010,18,300,15,615,39.9523296,-75.22444804
62329,2.01018E+11,200 BLOCK S 34TH ST,9/18/2010,2010,18,1400,23,615,39.9523152,-75.1921906
63481,2.01018E+11,500 BLOCK WOODLAND TER,9/22/2010,2010,18,100,19,625,39.949639,-75.20460174
64557,2.01018E+11,3900 BLOCK IRVING ST,9/26/2010,2010,18,150,16,625,39.9521337,-75.20093993
64754,2.01018E+11,3400 BLOCK SPRUCE ST,9/28/2010,2010,18,300,12,615,39.9504517,-75.19261758
64772,2.01018E+11,4800 BLOCK FLORENCE AV,9/28/2010,2010,18,700,14,615,39.9482263,-75.21931971
64775,2.01018E+11,4800 BLOCK WALTON AV,9/28/2010,2010,18,40,15,635,39.948868,-75.21940286
65104,2.01018E+11,200 BLOCK S 33RD ST,9/29/2010,2010,18,550,21,615,39.9518198,-75.19017529
67803,2.01018E+11,300 BLOCK S 44TH ST,10/11/2010,2010,18,400,16,615,39.9524578,-75.21059805
68255,2.01018E+11,5800 BLOCK OSAGE AV,10/13/2010,2010,18,150,11,625,39.954625,-75.23931454
68443,2.01018E+11,S 236 S FRAZIER ST  ST,10/14/2010,2010,18,150,1,625,39.9572596,-75.23497056
69009,2.01018E+11,3800 BLOCK MARKET ST,10/16/2010,2010,18,900,15,615,39.9566579,-75.19802237
70527,2.01018E+11,4000 BLOCK LOCUST ST,10/21/2010,2010,18,220,17,615,39.9531124,-75.2038293
70737,2.01018E+11,200 BLOCK S 36TH ST,10/23/2010,2010,18,324,12,615,39.9531368,-75.1948003
71702,2.01018E+11,5200 BLOCK LOCUST ST,10/27/2010,2010,18,160,9,625,39.9558192,-75.22578142
72054,2.01018E+11,6100 BLOCK CATHARINE ST,10/28/2010,2010,18,217,13,615,39.9513031,-75.24589584
72214,2.01018E+11,200 BLOCK S 33RD ST,10/28/2010,2010,18,75,23,625,39.9523506,-75.19008392
72948,2.01018E+11,100 BLOCK S 49TH ST,10/31/2010,2010,18,2000,15,615,39.9568985,-75.21942493
73138,2.01018E+11,3400 BLOCK CHESTNUT ST,11/1/2010,2010,18,600,16,615,39.9543366,-75.19182902
75243,2.01018E+11,3700 BLOCK LOCUST WALK,11/10/2010,2010,18,300,21,615,39.9522805,-75.19704489
75641,2.01018E+11,200 BLOCK S 34TH ST,11/10/2010,2010,18,3000,14,615,39.9523152,-75.1921906
76345,2.01018E+11,3100 BLOCK MARKET ST,11/12/2010,2010,18,250,13,615,39.9551056,-75.18555515
80332,2.01018E+11,3700 BLOCK WALNUT ST,12/3/2010,2010,18,80,13,625,39.9534629,-75.19735731
82541,2.01018E+11,100 BLOCK S 40TH ST,12/13/2010,2010,18,200,20,615,39.9552924,-75.2023202
84463,2.01018E+11,5000 BLOCK MARKET ST,12/23/2010,2010,18,100,10,625,39.9595246,-75.22107579
32607,2.01019E+11,1300 BLOCK N 57TH ST,4/13/2010,2010,19,150,13,625,39.9722195,-75.23452375
41539,2.01019E+11,1400 BLOCK N WILTON ST,5/7/2010,2010,19,119,7,625,39.9762425,-75.22737837
47978,2.01019E+11,N 59TH ST  / HAVERFORD AV,5/28/2010,2010,19,150,18,625,39.9689865,-75.23724899
59624,2.01019E+11,6100 BLOCK MEDIA ST,6/30/2010,2010,19,200,18,615,39.974184,-75.24158995
61226,2.01019E+11,1400 BLOCK N ITHAN ST,7/5/2010,2010,19,100,9,625,39.9741318,-75.23381043
67336,2.01019E+11,5700 BLOCK ARLINGTON,7/21/2010,2010,19,300,8,615,39.9856423,-75.23698975
79247,2.01019E+11,200 BLOCK N WILTON ST,8/25/2010,2010,19,100,14,625,39.9636757,-75.22513261
81430,2.01019E+11,5700 BLOCK HAVERFORD AV,9/1/2010,2010,19,100,20,625,39.9680009,-75.23375198
82708,2.01019E+11,600 BLOCK ATWOOD RD,9/1/2010,2010,19,600,9,615,39.9733363,-75.249938
86360,2.01019E+11,1200 BLOCK N 60TH ST,9/13/2010,2010,19,120,7,625,39.970532,-75.23922631
95396,2.01019E+11,N 51ST ST  / W COLUMBIA AV,10/11/2010,2010,19,150,13,625,39.9795536,-75.22222201
97806,2.01019E+11,600 BLOCK N 55TH ST,10/19/2010,2010,19,150,15,625,39.9690406,-75.23032272
98163,2.01019E+11,5700 BLOCK LANSDOWNE AV,10/20/2010,2010,19,100,14,625,39.9763633,-75.23626217
98208,2.01019E+11,5600 BLOCK CITY AV,10/20/2010,2010,19,300,17,615,39.9953186,-75.23905964
100690,2.01019E+11,N 54TH ST  / CITY AV,10/27/2010,2010,19,300,22,615,39.9970978,-75.23528034
1616,2.01022E+11,1900 BLOCK N 12TH ST,1/7/2010,2010,22,100,21,625,39.981522,-75.15342784
18121,2.01022E+11,2000 BLOCK N BROAD ST,3/2/2010,2010,22,200,23,615,39.9836609,-75.15680903
22347,2.01022E+11,2900 BLOCK POPLAR ST,3/16/2010,2010,22,500,18,615,39.9732884,-75.18419048
25453,2.01022E+11,N 24TH ST  / N COLLEGE AV,3/25/2010,2010,22,250,17,615,39.9745129,-75.17547019
29316,2.01022E+11,1500 BLOCK N 15TH ST,4/5/2010,2010,22,200,18,615,39.9761047,-75.16016742
31391,2.01022E+11,1500 BLOCK N BROAD ST,4/12/2010,2010,22,150,17,625,39.9761382,-75.1584884
31606,2.01022E+11,2000 BLOCK N 16TH ST,4/13/2010,2010,22,60,12,625,39.9838146,-75.16008762
34839,2.01022E+11,900 BLOCK N CARLISLE ST,4/23/2010,2010,22,320,5,615,39.9703355,-75.16056585
35549,2.01022E+11,2800 BLOCK CAMBRIDGE ST,4/23/2010,2010,22,300,22,615,39.9737417,-75.18260276
36247,2.01022E+11,1700 BLOCK N 13TH ST,4/23/2010,2010,22,300,16,615,39.9792713,-75.15554869
38785,2.01022E+11,1700 BLOCK N SYDENHAM ST,5/4/2010,2010,22,140,15,625,39.9794901,-75.16025253
39535,2.01022E+11,900 BLOCK N BROAD ST,5/6/2010,2010,22,100,16,625,39.9702311,-75.15971318
39642,2.01022E+11,1900 BLOCK W GIRARD AV,5/6/2010,2010,22,120,20,625,39.9725642,-75.16794109
41242,2.01022E+11,2000 BLOCK N BROAD ST,5/11/2010,2010,22,150,21,625,39.9836609,-75.15680903
42479,2.01022E+11,1200 BLOCK N BROAD ST,5/15/2010,2010,22,150,11,625,39.9714912,-75.15945096
42480,2.01022E+11,1200 BLOCK N BROAD ST,5/15/2010,2010,22,150,11,625,39.9714912,-75.15945096
43257,2.01022E+11,2500 BLOCK N CARLISLE ST,5/17/2010,2010,22,800,14,615,39.991208,-75.15609237
43353,2.01022E+11,1600 BLOCK N 15TH ST,5/17/2010,2010,22,700,20,615,39.9778536,-75.15977946
50992,2.01022E+11,2300 BLOCK EDGLEY ST,6/7/2010,2010,22,450,18,615,39.9872336,-75.17106069
52001,2.01022E+11,1100 BLOCK BERKS ML,6/10/2010,2010,22,500,16,615,39.9810435,-75.15194675
54814,2.01022E+11,1300 BLOCK W NORRIS ST,6/17/2010,2010,22,100,2,625,39.9829218,-75.15473093
59157,2.01022E+11,1800 BLOCK N 21ST ST,6/30/2010,2010,22,100,18,625,39.9818684,-75.16890825
59589,2.01022E+11,2700 BLOCK W OAKDALE ST,7/2/2010,2010,22,86,21,625,39.9962548,-75.17618125
60232,2.01022E+11,1300 BLOCK W CUMBERLAND ST,7/3/2010,2010,22,550,10,615,39.9905797,-75.1530815
61279,2.01022E+11,2000 BLOCK W GIRARD AV,7/6/2010,2010,22,600,14,615,39.9728593,-75.17007157
61651,2.01022E+11,N 15TH ST / W MONTGOMERY AVE,7/7/2010,2010,22,150,15,625,39.9804444,-75.15921657
61658,2.01022E+11,2300 BLOCK N 16TH ST,7/7/2010,2010,22,150,16,625,39.9883216,-75.15913027
63538,2.01022E+11,N BROAD ST  / W DAUPHIN ST,7/13/2010,2010,22,150,0,625,39.9878869,-75.15593359
65660,2.01022E+11,1200 BLOCK W GIRARD AV,7/19/2010,2010,22,219,11,615,39.9710013,-75.15575747
65786,2.01022E+11,1800 BLOCK N 12TH ST,7/19/2010,2010,22,250,20,615,39.9805107,-75.15364499
67039,2.01022E+11,1500 BLOCK N 18TH ST,7/23/2010,2010,22,140,10,625,39.9767001,-75.16489241
68380,2.01022E+11,2300 BLOCK EDGLEY ST,7/27/2010,2010,22,270,8,615,39.9874527,-75.17262328
72541,2.01022E+11,N 12TH ST  / CECIL B MOORE AV,8/7/2010,2010,22,115,15,625,39.9781743,-75.15416268
75466,2.01022E+11,N 16TH ST  / W DAUPHIN ST,8/15/2010,2010,22,100,10,625,39.9882969,-75.15913121
75869,2.01022E+11,1900 BLOCK INGERSOLL ST,8/17/2010,2010,22,150,17,625,39.9749039,-75.16695975
76936,2.01022E+11,1800 BLOCK WILLINGTON ST,8/20/2010,2010,22,100,18,625,39.9809997,-75.16155154
78201,2.01022E+11,1800 BLOCK N 22ND ST,8/24/2010,2010,22,600,14,615,39.9820837,-75.17054225
78887,2.01022E+11,1700 BLOCK N 22ND ST,8/24/2010,2010,22,500,9,615,39.9804053,-75.17089159
81106,2.01022E+11,1700 BLOCK N 13TH ST,9/1/2010,2010,22,50,17,625,39.979178,-75.15555225
81243,2.01022E+11,1800 BLOCK N 13TH ST,9/1/2010,2010,22,160,22,625,39.9800822,-75.15533922
81693,2.01022E+11,2200 BLOCK W OXFORD ST,9/2/2010,2010,22,200,23,615,39.9789574,-75.17123215
83246,2.01022E+11,1300 BLOCK CECIL B MOORE AV,9/7/2010,2010,22,215,19,615,39.9786243,-75.15717981
85958,2.01022E+11,2000 BLOCK N 17TH ST,9/16/2010,2010,22,299,0,615,39.9838398,-75.16169319
86141,2.01022E+11,1800 BLOCK N 13TH ST,9/16/2010,2010,22,200,16,615,39.9806952,-75.1552444
86333,2.01022E+11,N 18TH ST  / W OXFORD ST,9/12/2010,2010,22,150,8,625,39.9781049,-75.16458906
86841,2.01022E+11,1300 BLOCK W NORRIS ST,9/18/2010,2010,22,200,17,615,39.9830706,-75.15572485
87137,2.01022E+11,2100 BLOCK N BROAD ST,9/19/2010,2010,22,100,14,625,39.9848587,-75.15658478
89251,2.01022E+11,1700 BLOCK N BROAD ST,9/26/2010,2010,22,150,6,625,39.9787392,-75.15788939
89519,2.01022E+11,1700 BLOCK N BROAD ST,9/27/2010,2010,22,300,13,615,39.97874,-75.15792506
89650,2.01022E+11,1300 BLOCK W MONTGOMERY AV,9/28/2010,2010,22,150,23,625,39.9799384,-75.15541611
89685,2.01022E+11,1700 BLOCK MONUMENT ST,9/28/2010,2010,22,500,2,615,39.9829008,-75.16219308
89844,2.01022E+11,1700 BLOCK N BROAD ST,9/28/2010,2010,22,200,18,615,39.97874,-75.15792506
96568,2.01022E+11,2000 BLOCK N BROAD ST,10/18/2010,2010,22,200,0,615,39.9836609,-75.15680903
96781,2.01022E+11,2100 BLOCK N BROAD ST,10/19/2010,2010,22,43,19,635,39.9850472,-75.15654188
97025,2.01022E+11,2200 BLOCK W LEHIGH AV,10/20/2010,2010,22,200,12,615,39.9956246,-75.1675641
97211,2.01022E+11,1800 BLOCK N 15TH ST,10/21/2010,2010,22,300,21,615,39.9804691,-75.15921563
97521,2.01022E+11,2000 BLOCK N GRATZ ST,10/21/2010,2010,22,400,19,615,39.9849388,-75.1641504
101216,2.01022E+11,1800 BLOCK N BROAD ST,11/1/2010,2010,22,100,18,625,39.9802839,-75.15758054
101653,2.01022E+11,1500 BLOCK N DOVER ST,11/3/2010,2010,22,154,23,625,39.9795811,-75.18177517
103007,2.01022E+11,N 18TH ST  / CECIL B MOORE AV,11/6/2010,2010,22,85,17,625,39.9795288,-75.16428497
103569,2.01022E+11,1900 BLOCK N 12TH ST,11/8/2010,2010,22,300,21,615,39.9819155,-75.15334139
105627,2.01022E+11,1200 BLOCK BERKS ML,11/14/2010,2010,22,1000,0,615,39.9812971,-75.15429322
110895,2.01022E+11,1900 BLOCK N 12TH ST,12/1/2010,2010,22,200,2,615,39.9819155,-75.15334139
116548,2.01022E+11,1800 BLOCK N 13TH ST,12/18/2010,2010,22,100,17,625,39.9800822,-75.15533922
7571,2.01024E+11,3100 BLOCK RICHMOND ST,1/27/2010,2010,24,500,17,615,39.9822707,-75.10277621
10273,2.01024E+11,2900 BLOCK MEMPHIS ST,2/5/2010,2010,24,300,17,615,39.9854774,-75.11346898
28998,2.01024E+11,2800 BLOCK CEDAR ST,4/9/2010,2010,24,200,18,615,39.9831836,-75.11523598
37545,2.01024E+11,2700 BLOCK CASTOR AV,5/5/2010,2010,24,389,18,615,39.9903252,-75.09075102
42499,2.01024E+11,2700 BLOCK ALMOND ST,5/20/2010,2010,24,119,15,625,39.9804492,-75.11348568
52830,2.01024E+11,4000 BLOCK CLARIDGE ST,6/21/2010,2010,24,100,18,625,40.0084444,-75.10400562
55948,2.01024E+11,2100 BLOCK E CLEMENTINE ST,7/1/2010,2010,24,150,17,625,39.9910491,-75.11128888
56132,2.01024E+11,100 BLOCK E LEHIGH AV,7/2/2010,2010,24,400,7,615,39.9908877,-75.13086143
64467,2.01024E+11,3600 BLOCK E THOMPSON ST,7/28/2010,2010,24,700,18,615,39.9900806,-75.09276007
73221,2.01024E+11,3600 BLOCK ARAMINGO AV,8/26/2010,2010,24,100,13,625,39.9934182,-75.09694995
76333,2.01024E+11,3200 BLOCK RICHMOND ST,9/6/2010,2010,24,200,11,615,39.9830086,-75.10142652
76638,2.01024E+11,3600 BLOCK BELGRADE ST,9/7/2010,2010,24,200,19,615,39.9921512,-75.09310752
79235,2.01024E+11,4100 BLOCK DUNGAN ST,9/17/2010,2010,24,200,16,615,40.0091413,-75.10183557
79971,2.01024E+11,2200 BLOCK E ALLEGHENY AVT,9/19/2010,2010,24,75,17,625,39.9907313,-75.10833772
81127,2.01024E+11,3200 BLOCK KENSINGTON AV,9/24/2010,2010,24,200,1,615,39.9971652,-75.11212245
39940,2.01116E+11,3800 BLOCK BARING ST,9/11/2011,2011,16,249,20,615,39.9606534,-75.19952992
42153,2.01116E+11,400 BLOCK N 38TH ST,9/26/2011,2011,16,1450,17,615,39.9608935,-75.197011
42836,2.01116E+11,3500 BLOCK BARING ST,10/1/2011,2011,16,190,23,625,39.961319,-75.19282395
44058,2.01116E+11,3800 BLOCK BARING ST,10/10/2011,2011,16,429,8,615,39.9606534,-75.19952992
44548,2.01116E+11,500 BLOCK N 35TH ST,10/13/2011,2011,16,100,17,625,39.9633983,-75.19303811
45024,2.01116E+11,3600 BLOCK SPRING GARDEN ST,10/16/2011,2011,16,100,20,625,39.9625509,-75.19438892
45464,2.01116E+11,3400 BLOCK SPRING GARDEN ST,10/15/2011,2011,16,450,22,615,39.9628709,-75.19151093
46503,2.01116E+11,3700 BLOCK BRANDYWINE ST,10/22/2011,2011,16,350,17,615,39.9629324,-75.19622229
50036,2.01116E+11,3300 BLOCK ARCH ST,11/19/2011,2011,16,0,22,635,39.9575694,-75.18913787
9824,2.01117E+11,1400 BLOCK WHARTON ST,3/3/2011,2011,17,0,20,615,39.9341918,-75.16830253
16106,2.01117E+11,700 BLOCK S 16TH ST,4/9/2011,2011,17,1000,9,615,39.9419669,-75.1691527
17846,2.01117E+11,2600 BLOCK ELLSWORTH ST,4/17/2011,2011,17,25,18,635,39.9394188,-75.18709575
17877,2.01117E+11,1800 BLOCK MORRIS ST,4/17/2011,2011,17,110,22,625,39.9300445,-75.17506313
19104,2.01117E+11,S 22ND ST  / REED ST,4/25/2011,2011,17,200,20,615,39.9346149,-75.1808921
22611,2.01117E+11,1500 BLOCK TASKER ST,5/14/2011,2011,17,300,20,615,39.9307268,-75.17065003
22826,2.01117E+11,1100 BLOCK S BROAD ST,5/15/2011,2011,17,300,0,615,39.9378669,-75.16689359
22858,2.01117E+11,700 BLOCK S 15TH ST,5/15/2011,2011,17,250,10,615,39.9416184,-75.16775661
23068,2.01117E+11,1400 BLOCK DICKINSON ST,5/16/2011,2011,17,750,17,615,39.9316598,-75.16819054
24327,2.01117E+11,2600 BLOCK WEBSTER ST,5/23/2011,2011,17,400,18,615,39.9430401,-75.18629864
28738,2.01117E+11,1500 BLOCK WHARTON ST,6/15/2011,2011,17,100,15,625,39.9346243,-75.17080507
28792,2.01117E+11,2900 BLOCK WILDER ST,6/15/2011,2011,17,80,18,625,39.9354184,-75.19264883
28881,2.01117E+11,2300 BLOCK LOMBARD ST,6/15/2011,2011,17,750,7,615,39.9463853,-75.17955292
28897,2.01117E+11,2600 BLOCK CHRISTIAN ST,6/16/2011,2011,17,500,10,615,39.9426562,-75.18698992
28935,2.01117E+11,2600 BLOCK CHRISTIAN ST,6/16/2011,2011,17,0,17,615,39.9426533,-75.18696571
29813,2.01117E+11,500 BLOCK S 17TH ST,6/21/2011,2011,17,700,8,615,39.9445617,-75.17019641
29822,2.01117E+11,1300 BLOCK S 30TH ST,6/20/2011,2011,17,300,10,615,39.9372831,-75.19373478
30417,2.01117E+11,1400 BLOCK MOORE ST,6/24/2011,2011,17,300,14,615,39.9281472,-75.16925718
31084,2.01117E+11,600 BLOCK S TANEY ST,6/25/2011,2011,17,200,8,615,39.9457167,-75.18367157
33214,2.01117E+11,1200 BLOCK S 20TH ST,7/9/2011,2011,17,100,18,625,39.9372788,-75.17680131
33724,2.01117E+11,S BROAD ST / ELLSWORTH ST,7/12/2011,2011,17,129,19,625,39.936752,-75.16708522
33968,2.01117E+11,800 BLOCK S 17TH ST,7/14/2011,2011,17,300,8,615,39.9412169,-75.17093085
34183,2.01117E+11,1300 BLOCK S 31ST ST,7/15/2011,2011,17,400,13,615,39.9371847,-75.19536957
34994,2.01117E+11,2500 BLOCK CHRISTIAN ST,7/20/2011,2011,17,300,1,615,39.9425385,-75.18600003
35124,2.01117E+11,600 BLOCK S 27TH ST,7/21/2011,2011,17,300,22,615,39.9456709,-75.18425055
35991,2.01117E+11,2000 BLOCK PIERCE ST,7/26/2011,2011,17,500,14,615,39.9296647,-75.17842171
36223,2.01117E+11,2000 BLOCK LOMBARD ST,7/22/2011,2011,17,680,19,615,39.9458999,-75.17564278
36352,2.01117E+11,2000 BLOCK LOMBARD ST,7/22/2011,2011,17,0,11,615,39.9458049,-75.1749103
38157,2.01117E+11,1600 BLOCK BAINBRIDGE ST,8/6/2011,2011,17,150,16,625,39.9431409,-75.16898106
38161,2.01117E+11,2700 BLOCK DICKINSON ST,8/8/2011,2011,17,200,16,615,39.934387,-75.18944846
38409,2.01117E+11,1100 BLOCK S BROAD ST,8/10/2011,2011,17,600,0,615,39.9378669,-75.16689359
39661,2.01117E+11,1100 BLOCK S BROAD ST,8/16/2011,2011,17,600,22,615,39.9378669,-75.16689359
42578,2.01117E+11,1800 BLOCK SOUTH ST,9/2/2011,2011,17,150,12,625,39.9444534,-75.17236025
42978,2.01117E+11,1300 BLOCK S HICKS ST,9/4/2011,2011,17,100,15,625,39.934336,-75.17004976
43218,2.01117E+11,2200 BLOCK CARPENTER ST,9/1/2011,2011,17,150,9,625,39.9408013,-75.18002431
44677,2.01117E+11,1800 BLOCK TITAN ST,9/14/2011,2011,17,500,9,615,39.9355234,-75.17391994
44952,2.01117E+11,800 BLOCK S 16TH ST,9/15/2011,2011,17,0,18,625,39.9411478,-75.16947595
46044,2.01117E+11,1800 BLOCK FITZWATER ST,9/22/2011,2011,17,150,10,625,39.9425604,-75.17233755
46078,2.01117E+11,100 BLOCK C,9/22/2011,2011,17,25,14,635,39.941778,-75.1782777
46479,2.01117E+11,1500 BLOCK TASKER ST,9/14/2011,2011,17,300,15,615,39.9307228,-75.1706198
47708,2.01117E+11,1100 BLOCK S CLEVELAND ST,9/29/2011,2011,17,1100,10,615,39.9371776,-75.17398818
49543,2.01117E+11,700 BLOCK S 23RD ST,10/10/2011,2011,17,500,23,615,39.9431669,-75.18066585
52256,2.01117E+11,1900 BLOCK CHRISTIAN ST,10/26/2011,2011,17,400,14,615,39.94104,-75.17478572
54350,2.01117E+11,2400 BLOCK KIMBALL ST,11/8/2011,2011,17,500,19,615,39.9407352,-75.18338591
55914,2.01117E+11,1800 BLOCK MONTROSE ST,11/11/2011,2011,17,300,14,615,39.9403597,-75.17337467
57310,2.01117E+11,2900 BLOCK TASKER ST,11/28/2011,2011,17,500,23,615,39.933584,-75.19285985
7471,2.01118E+11,3900 BLOCK LOCUST WALK,2/9/2011,2011,18,300,0,615,39.9526581,-75.20060718
11631,2.01118E+11,3100 BLOCK LUDLOW ST,2/28/2011,2011,18,500,12,615,39.9545473,-75.18708925
12805,2.01118E+11,5500 BLOCK CHRISTIAN ST,3/5/2011,2011,18,160,12,625,39.9481331,-75.23344885
13082,2.01118E+11,4400 BLOCK WALNUT ST,3/5/2011,2011,18,70,15,625,39.9551047,-75.21095878
13890,2.01118E+11,3600 BLOCK LOCUST WALK,3/10/2011,2011,18,350,13,615,39.9520226,-75.19550082
17256,2.01118E+11,100 BLOCK S 56TH ST,3/25/2011,2011,18,500,16,615,39.9594575,-75.23325327
17384,2.01118E+11,200 BLOCK S 33RD ST,3/26/2011,2011,18,200,1,615,39.9517231,-75.19014755
18559,2.01118E+11,3900 BLOCK WALNUT ST,3/31/2011,2011,18,1100,18,615,39.95396,-75.20085729
19088,2.01118E+11,4000 BLOCK WALNUT ST,4/2/2011,2011,18,300,22,615,39.9541944,-75.20363818
19472,2.01118E+11,0 BLOCK S 43RD ST,4/4/2011,2011,18,500,20,615,39.9572876,-75.20833218
21139,2.01118E+11,3400 BLOCK WALNUT ST,4/12/2011,2011,18,1200,2,615,39.952806,-75.19244781
21778,2.01118E+11,100 BLOCK S 50TH ST,4/14/2011,2011,18,200,18,615,39.9573691,-75.22130126
22284,2.01118E+11,3100 BLOCK CHESTNUT ST,4/16/2011,2011,18,600,13,615,39.9536214,-75.18560612
24343,2.01118E+11,3800 BLOCK WALNUT ST,4/25/2011,2011,18,290,16,615,39.9537201,-75.19890451
26732,2.01118E+11,400 BLOCK UNIVERSITY AV,5/5/2011,2011,18,1400,15,615,39.9486761,-75.1990647
28196,2.01118E+11,3200 BLOCK CHESTNUT ST,5/11/2011,2011,18,250,19,615,39.9537726,-75.18764962
28420,2.01118E+11,5100 BLOCK CHESTNUT ST,5/12/2011,2011,18,135,17,625,39.9581923,-75.22328884
29511,2.01118E+11,3900 BLOCK LOCUST WALK,5/17/2011,2011,18,120,19,625,39.9527003,-75.20096055
29835,2.01118E+11,3200 BLOCK MARKET ST,5/18/2011,2011,18,180,13,625,39.9554113,-75.18839678
30664,2.01118E+11,300 BLOCK S 34TH ST,5/23/2011,2011,18,150,21,625,39.9504388,-75.19266085
30665,2.01118E+11,0 BLOCK S 39TH ST,5/23/2011,2011,18,150,21,625,39.9560834,-75.19986316
31544,2.01118E+11,4700 BLOCK PINE ST,5/27/2011,2011,18,545,20,615,39.9523735,-75.21640024
33917,2.01118E+11,4200 BLOCK PINE ST,6/7/2011,2011,18,600,0,615,39.951133,-75.20729452
35333,2.01118E+11,4000 BLOCK LUDLOW ST,6/12/2011,2011,18,350,21,615,39.9563714,-75.20244691
35709,2.01118E+11,4300 BLOCK LOCUST ST,6/14/2011,2011,18,350,18,615,39.9537148,-75.20922556
36899,2.01118E+11,0 BLOCK S 40TH ST,6/18/2011,2011,18,500,4,615,39.9571266,-75.20189068
37128,2.01118E+11,4700 BLOCK PINE ST,6/20/2011,2011,18,225,9,615,39.9523132,-75.21680657
37711,2.01118E+11,3900 BLOCK BALTIMORE AVE,6/22/2011,2011,18,300,20,615,39.9500124,-75.20148618
37979,2.01118E+11,200 BLOCK S 36TH ST,6/23/2011,2011,18,300,19,615,39.951573,-75.19508264
38927,2.01118E+11,900 BLOCK S 48TH ST,6/26/2011,2011,18,300,12,615,39.9469612,-75.21742154
38937,2.01118E+11,3900 BLOCK LOCUST WALK,6/25/2011,2011,18,400,13,615,39.9527666,-75.20058529
38938,2.01118E+11,3100 BLOCK WALNUT ST,6/27/2011,2011,18,350,13,615,39.9521985,-75.18668041
39492,2.01118E+11,200 BLOCK S 33RD ST,6/28/2011,2011,18,70,20,625,39.9523315,-75.19001513
39865,2.01118E+11,COBBS CREEK PKWY  / CHESTNUT ST,7/1/2011,2011,18,200,3,615,39.9611929,-75.24707917
41443,2.01118E+11,3900 BLOCK CHESTNUT ST,7/7/2011,2011,18,50,23,625,39.9553053,-75.2000242
41444,2.01118E+11,3900 BLOCK LOCUST WALK,7/8/2011,2011,18,150,23,625,39.9527003,-75.20096055
42606,2.01118E+11,200 BLOCK S 34TH ST,7/13/2011,2011,18,175,1,625,39.9523134,-75.19227724
43192,2.01118E+11,S 50TH ST / CATHARINE ST,7/15/2011,2011,18,229,19,615,39.9484807,-75.22323058
43565,2.01118E+11,200 BLOCK SAINT MARKS SQ,7/17/2011,2011,18,150,12,625,39.9546678,-75.20763225
43858,2.01118E+11,4100 BLOCK WOODLAND AVE,7/19/2011,2011,18,80,0,625,39.9475927,-75.20625812
44105,2.01118E+11,200 BLOCK S 44TH ST,7/17/2011,2011,18,200,9,615,39.9550213,-75.21013493
44503,2.01118E+11,4500 BLOCK WALNUT ST,7/10/2011,2011,18,1100,22,615,39.9553351,-75.21283388
